"Date","Price","Open","High","Low","Change %"
"Feb 09, 2014","1.2230","1.2038","1.2235","1.1995","1.60%"
"Feb 02, 2014","1.2037","1.2191","1.2199","1.1977","-1.23%"
"Jan 26, 2014","1.2187","1.2052","1.2217","1.2039","1.12%"
"Jan 19, 2014","1.2052","1.2127","1.2246","1.2045","-0.63%"
"Jan 12, 2014","1.2129","1.2059","1.2148","1.1979","0.59%"
"Jan 05, 2014","1.2058","1.2079","1.2156","1.2005","-0.19%"
"Dec 29, 2013","1.2081","1.1993","1.2094","1.1941","0.74%"
"Dec 22, 2013","1.1992","1.1947","1.2007","1.1889","0.37%"
"Dec 15, 2013","1.1948","1.1864","1.2007","1.1809","0.74%"
"Dec 08, 2013","1.1860","1.1909","1.1979","1.1846","-0.58%"
"Dec 01, 2013","1.1929","1.2041","1.2124","1.1920","-0.95%"
"Nov 24, 2013","1.2044","1.1968","1.2055","1.1917","0.64%"
"Nov 17, 2013","1.1967","1.1941","1.2026","1.1876","0.18%"
"Nov 10, 2013","1.1946","1.1987","1.1995","1.1813","-0.28%"
"Nov 03, 2013","1.1979","1.1806","1.2051","1.1795","1.45%"
"Oct 27, 2013","1.1808","1.1717","1.1846","1.1646","0.84%"
"Oct 20, 2013","1.1710","1.1812","1.1836","1.1686","-0.87%"
"Oct 13, 2013","1.1813","1.1780","1.1858","1.1769","0.26%"
"Oct 06, 2013","1.1782","1.1814","1.1871","1.1749","-0.22%"
"Sep 29, 2013","1.1808","1.1973","1.2003","1.1796","-1.06%"
"Sep 22, 2013","1.1935","1.1817","1.1959","1.1808","0.84%"
"Sep 15, 2013","1.1835","1.1931","1.1975","1.1822","-0.90%"
"Sep 08, 2013","1.1942","1.1874","1.1969","1.1829","0.69%"
"Sep 01, 2013","1.1860","1.1721","1.1920","1.1720","1.12%"
"Aug 25, 2013","1.1729","1.1636","1.1740","1.1556","0.83%"
"Aug 18, 2013","1.1632","1.1726","1.1761","1.1624","-0.79%"
"Aug 11, 2013","1.1725","1.1623","1.1764","1.1614","0.93%"
"Aug 04, 2013","1.1617","1.1518","1.1660","1.1455","0.93%"
"Jul 28, 2013","1.1510","1.1576","1.1602","1.1388","-0.63%"
"Jul 21, 2013","1.1583","1.1607","1.1655","1.1565","-0.29%"
"Jul 14, 2013","1.1617","1.1553","1.1643","1.1474","0.48%"
"Jul 07, 2013","1.1561","1.1607","1.1663","1.1499","-0.36%"
"Jun 30, 2013","1.1603","1.1680","1.1792","1.1553","-0.77%"
"Jun 23, 2013","1.1693","1.1737","1.1811","1.1636","-0.48%"
"Jun 16, 2013","1.1749","1.1764","1.1802","1.1636","-0.14%"
"Jun 09, 2013","1.1766","1.1775","1.1809","1.1690","0.00%"
"Jun 02, 2013","1.1766","1.1693","1.1800","1.1680","0.62%"
"May 26, 2013","1.1693","1.1690","1.1731","1.1624","-0.04%"
"May 19, 2013","1.1698","1.1829","1.1850","1.1626","-1.00%"
"May 12, 2013","1.1816","1.1853","1.1876","1.1737","-0.08%"
"May 05, 2013","1.1825","1.1871","1.1905","1.1776","-0.41%"
"Apr 28, 2013","1.1874","1.1879","1.1900","1.1766","-0.06%"
"Apr 21, 2013","1.1881","1.1643","1.1909","1.1633","1.82%"
"Apr 14, 2013","1.1669","1.1695","1.1761","1.1574","-0.29%"
"Apr 07, 2013","1.1703","1.1794","1.1818","1.1679","-0.87%"
"Mar 31, 2013","1.1806","1.1861","1.1892","1.1730","-0.47%"
"Mar 24, 2013","1.1862","1.1745","1.1886","1.1678","1.14%"
"Mar 17, 2013","1.1728","1.1703","1.1788","1.1624","1.48%"
"Mar 10, 2013","1.1557","1.1477","1.1629","1.1368","0.68%"
"Mar 03, 2013","1.1479","1.1558","1.1650","1.1434","-0.55%"
"Feb 24, 2013","1.1543","1.1403","1.1662","1.1340","-0.17%"
"Feb 17, 2013","1.1563","1.1613","1.1627","1.1406","-0.42%"
"Feb 10, 2013","1.1612","1.1823","1.1825","1.1513","-1.76%"
"Feb 03, 2013","1.1820","1.1494","1.1841","1.1485","2.75%"
"Jan 27, 2013","1.1504","1.1712","1.1727","1.1470","-2.01%"
"Jan 20, 2013","1.1740","1.1902","1.1959","1.1710","-1.50%"
"Jan 13, 2013","1.1919","1.2069","1.2098","1.1905","-1.40%"
"Jan 06, 2013","1.2088","1.2286","1.2337","1.2061","-1.66%"
"Dec 30, 2012","1.2292","1.2237","1.2369","1.2211","0.52%"
"Dec 23, 2012","1.2229","1.2258","1.2273","1.2055","-0.29%"
"Dec 16, 2012","1.2264","1.2271","1.2327","1.2238","-0.14%"
"Dec 09, 2012","1.2281","1.2439","1.2447","1.2272","-1.01%"
"Dec 02, 2012","1.2406","1.2334","1.2432","1.2269","0.71%"
"Nov 25, 2012","1.2319","1.2363","1.2409","1.2291","-0.31%"
"Nov 18, 2012","1.2357","1.2458","1.2490","1.2327","-0.91%"
"Nov 11, 2012","1.2471","1.2506","1.2549","1.2394","-0.28%"
"Nov 04, 2012","1.2506","1.2486","1.2563","1.2447","0.18%"
"Oct 28, 2012","1.2483","1.2439","1.2508","1.2376","0.32%"
"Oct 21, 2012","1.2443","1.2291","1.2504","1.2244","1.26%"
"Oct 14, 2012","1.2288","1.2401","1.2441","1.2269","-0.96%"
"Oct 07, 2012","1.2407","1.2390","1.2468","1.2342","0.23%"
"Sep 30, 2012","1.2378","1.2567","1.2594","1.2368","-1.57%"
"Sep 23, 2012","1.2575","1.2515","1.2623","1.2501","0.54%"
"Sep 16, 2012","1.2508","1.2364","1.2543","1.2338","1.27%"
"Sep 09, 2012","1.2351","1.2502","1.2556","1.2318","-1.08%"
"Sep 02, 2012","1.2486","1.2618","1.2682","1.2481","-1.01%"
"Aug 26, 2012","1.2613","1.2639","1.2658","1.2562","-0.17%"
"Aug 19, 2012","1.2634","1.2716","1.2770","1.2601","-0.72%"
"Aug 12, 2012","1.2725","1.2754","1.2803","1.2678","-0.31%"
"Aug 05, 2012","1.2764","1.2606","1.2775","1.2552","1.08%"
"Jul 29, 2012","1.2628","1.2791","1.2843","1.2615","-1.19%"
"Jul 22, 2012","1.2780","1.2876","1.2885","1.2696","-0.54%"
"Jul 15, 2012","1.2850","1.2708","1.2873","1.2693","1.08%"
"Jul 08, 2012","1.2713","1.2610","1.2732","1.2574","0.86%"
"Jul 01, 2012","1.2605","1.2383","1.2620","1.2375","1.59%"
"Jun 24, 2012","1.2408","1.2412","1.2531","1.2348","0.04%"
